x,y
5000.0,1.0
5000.0,1.0
5000.0,1.0
5000.0,1.0
5000.0,1.0
5000.0,1.0
5000.0,1.0
5000.0,1.0
5000.0,1.0
5000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
15000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
20000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
25000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
30000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
35000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
40000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
45000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
50000.0,1.0
